,age,nationality,club,overall,potential,value_eur,preferred_foot,international_reputation,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,main_position,bmi
94,27,11,3,85,86,38000000,1,3,3,3,81.0,47.0,78.0,81.0,82.0,80.0,84,41,70,83,34,78,74,47,74,84,79,83,80,84,82,68,77,90,74,36,84,83,75,74,45,82,83,83,85,68,68,68,74,73,73,73,74,74,74,74,78,77,77,77,78,83,82,82,82,83,83,80,80,80,83,9,24.3910588392529
95,26,24,18,85,86,45000000,0,3,2,4,80.0,75.0,86.0,83.0,50.0,66.0,84,73,53,86,74,83,90,78,89,83,83,77,86,84,78,80,37,84,58,77,73,52,82,89,67,77,44,56,40,76,76,76,82,81,81,81,82,83,83,83,83,81,81,81,83,69,69,69,69,69,66,57,57,57,66,3,19.840664204389366
96,37,25,19,85,85,14000000,1,5,4,5,56.0,88.0,77.0,77.0,34.0,78.0,70,86,83,77,88,77,80,78,73,84,57,55,72,82,39,90,68,59,87,88,84,20,91,84,89,90,28,37,24,82,82,82,77,80,80,80,77,80,80,80,75,74,74,74,75,53,57,57,57,53,50,52,52,52,50,1,24.983563445101908
97,31,0,20,85,85,34000000,1,3,4,4,89.0,78.0,81.0,86.0,39.0,55.0,81,79,38,81,72,85,79,79,74,85,94,85,92,81,94,76,70,70,46,79,56,40,82,85,72,84,50,30,34,75,75,75,83,82,82,82,83,83,83,83,82,76,76,76,82,64,60,60,60,64,60,48,48,48,60,3,24.977043158861342
98,31,0,1,85,85,34500000,1,4,4,3,63.0,85.0,71.0,80.0,31.0,71.0,68,88,77,75,88,80,74,62,60,84,62,64,72,86,69,86,78,60,84,80,50,20,90,75,70,85,35,22,18,82,82,82,78,81,81,81,78,78,78,78,75,70,70,70,75,53,52,52,52,53,49,47,47,47,49,1,25.725517400855587
99,32,7,1,85,85,25000000,0,3,2,2,75.0,66.0,76.0,78.0,83.0,81.0,74,60,68,83,72,76,60,52,77,79,77,73,83,84,79,78,84,90,74,67,86,86,72,74,56,82,85,84,86,72,72,72,75,74,74,74,75,76,76,76,76,78,78,78,76,82,82,82,82,82,82,81,81,81,82,6,23.148148148148145
100,29,26,3,85,85,37500000,0,4,3,4,91.0,87.0,82.0,82.0,58.0,76.0,86,84,84,81,85,83,90,87,80,84,90,91,79,80,65,92,86,73,80,90,65,59,85,79,76,85,54,55,52,84,84,84,84,84,84,84,84,82,82,82,83,78,78,78,83,72,69,69,69,72,70,66,66,66,70,0,23.959094229364496
101,31,2,3,85,85,28000000,0,4,4,5,81.0,74.0,83.0,89.0,77.0,79.0,89,73,75,85,63,89,84,67,77,92,82,80,85,85,86,82,77,79,78,70,81,81,83,80,59,85,71,79,82,80,80,80,84,83,83,83,84,83,83,83,84,82,82,82,84,82,81,81,81,82,81,79,79,79,81,8,24.772096710265558
102,30,3,12,85,85,31500000,1,3,4,4,73.0,74.0,80.0,79.0,83.0,81.0,69,71,81,89,77,78,69,68,84,84,67,77,76,85,67,78,77,82,82,74,79,80,75,80,76,92,82,85,83,77,77,77,77,78,78,78,77,80,80,80,78,82,82,82,78,80,83,83,83,80,80,82,82,82,80,6,23.413111342351716
103,28,2,1,85,85,33000000,0,3,3,3,83.0,65.0,77.0,80.0,82.0,82.0,84,55,76,81,68,80,78,59,71,81,81,85,78,84,77,80,79,91,78,72,82,82,70,70,60,82,81,84,84,73,73,73,76,75,75,75,76,75,75,75,78,77,77,77,78,83,80,80,80,83,83,81,81,81,83,8,24.691358024691358
104,31,11,21,85,85,34500000,0,2,3,3,78.0,84.0,77.0,85.0,35.0,64.0,80,88,78,79,83,86,80,76,68,85,80,76,87,85,72,79,66,71,60,82,63,39,86,79,82,85,39,21,18,82,82,82,83,83,83,83,83,82,82,82,81,74,74,74,81,60,57,57,57,60,56,49,49,49,56,1,21.62964876033058
105,27,11,16,85,85,40500000,1,3,4,3,68.0,75.0,86.0,82.0,74.0,79.0,86,72,61,89,56,82,85,76,87,85,70,67,71,87,80,84,63,92,75,81,79,79,82,85,59,84,74,78,64,77,77,77,80,80,80,80,80,82,82,82,82,85,85,85,82,80,81,81,81,80,77,74,74,74,77,10,23.889462809917354
106,27,27,3,85,85,40500000,0,4,2,4,55.0,86.0,87.0,86.0,50.0,63.0,90,83,62,86,90,85,89,86,83,90,57,54,80,84,76,86,46,65,64,92,60,55,80,86,81,87,52,41,44,78,78,78,81,81,81,81,81,83,83,83,80,80,80,80,80,67,67,67,67,67,62,57,57,57,62,3,23.148148148148145
107,28,2,6,85,85,38000000,1,2,3,4,75.0,71.0,78.0,84.0,85.0,84.0,70,74,59,86,56,84,65,49,79,84,79,71,82,89,86,73,69,94,79,69,90,89,79,80,53,85,88,88,86,76,76,76,79,80,80,80,79,81,81,81,81,83,83,83,81,84,86,86,86,84,83,83,83,83,83,5,24.163265306122447
108,19,9,12,84,92,44500000,1,2,4,5,88.0,72.0,77.0,90.0,36.0,60.0,78,78,37,83,80,92,81,48,59,88,89,87,91,84,90,68,51,77,59,62,43,29,78,83,57,80,32,45,34,75,75,75,83,81,81,81,83,82,82,82,83,75,75,75,83,64,58,58,58,64,59,47,47,47,59,10,23.456790123456788
109,20,15,22,84,92,46000000,0,1,4,4,84.0,78.0,79.0,84.0,44.0,65.0,73,81,74,85,80,84,79,53,78,87,77,89,78,82,73,73,69,82,65,75,41,38,83,82,69,84,39,46,38,80,80,80,82,82,82,82,82,82,82,82,82,78,78,78,82,65,63,63,63,65,62,54,54,54,62,3,23.48347668628339
110,22,7,0,84,90,42500000,0,3,5,5,93.0,79.0,80.0,87.0,36.0,57.0,84,79,43,82,76,89,82,64,76,85,94,93,89,78,83,83,59,69,52,78,54,36,78,78,75,82,42,30,33,76,76,76,84,82,82,82,84,82,82,82,83,75,75,75,83,64,59,59,59,64,59,47,47,47,59,0,21.146319909102385
112,25,1,4,84,89,36500000,1,2,3,4,90.0,65.0,80.0,84.0,78.0,71.0,86,58,68,81,62,85,82,69,75,84,89,90,82,84,79,80,72,92,60,68,73,78,78,78,46,82,79,80,80,74,74,74,80,79,79,79,80,79,79,79,82,80,80,80,82,83,79,79,79,83,82,76,76,76,82,9,22.34029706557179
113,23,9,7,84,89,41500000,1,3,3,4,72.0,81.0,79.0,82.0,71.0,79.0,68,82,83,84,79,83,75,68,80,86,68,76,75,86,62,78,71,89,72,80,84,74,88,83,74,87,70,70,63,81,81,81,80,82,82,82,80,82,82,82,81,82,82,82,81,76,78,78,78,76,75,74,74,74,75,3,22.634676324128566
114,23,7,9,84,89,37500000,0,3,3,2,81.0,54.0,70.0,71.0,83.0,82.0,78,53,82,79,46,65,59,39,63,79,79,83,70,85,68,62,85,83,79,51,86,83,62,63,42,76,81,84,86,68,68,68,70,69,69,69,70,69,69,69,72,72,72,72,72,81,79,79,79,81,82,82,82,82,82,4,22.944088878154812
115,22,2,0,84,89,41000000,1,2,3,4,69.0,71.0,81.0,86.0,73.0,70.0,70,69,58,88,63,86,74,60,82,88,71,67,79,83,89,74,68,73,67,73,75,75,75,86,69,81,76,76,70,74,74,74,79,79,79,79,79,82,82,82,79,82,82,82,79,76,79,79,79,76,74,73,73,73,74,5,24.96494647925858
116,25,4,23,84,88,40500000,1,3,3,5,87.0,80.0,81.0,84.0,32.0,78.0,83,78,65,80,74,84,85,88,74,85,87,87,81,79,79,87,74,79,80,81,75,28,83,85,71,78,29,31,20,80,80,80,82,82,82,82,82,82,82,82,82,75,75,75,82,61,58,58,58,61,56,50,50,50,56,7,25.180785123966942
117,24,15,9,84,88,40000000,1,3,4,3,81.0,77.0,80.0,81.0,75.0,79.0,75,76,80,84,68,81,76,75,79,84,84,78,76,84,70,79,74,86,75,83,80,79,79,82,60,80,72,74,73,79,79,79,80,81,81,81,80,81,81,81,81,81,81,81,81,79,79,79,79,79,78,76,76,76,78,5,22.11584222166233
118,23,15,12,84,88,40500000,1,2,4,4,82.0,78.0,81.0,85.0,40.0,68.0,78,79,53,86,78,86,77,59,80,86,78,86,81,83,78,81,63,78,74,80,43,39,80,84,54,82,39,42,29,78,78,78,82,82,82,82,82,83,83,83,82,78,78,78,82,64,63,63,63,64,60,51,51,51,60,3,24.251278305332356
119,23,7,9,84,88,40500000,1,2,3,4,92.0,76.0,77.0,87.0,29.0,60.0,79,76,52,78,77,87,84,70,72,87,94,91,88,84,85,80,73,69,64,73,36,23,83,79,70,76,29,27,21,78,78,78,83,82,82,82,83,82,82,82,82,73,73,73,82,59,54,54,54,59,55,43,43,43,55,11,23.40750912892856
120,23,15,9,84,87,39500000,1,2,4,4,90.0,82.0,75.0,86.0,43.0,69.0,76,81,44,79,83,87,70,62,69,83,92,89,86,82,88,86,64,74,69,81,63,38,82,77,68,78,45,42,45,78,78,78,82,82,82,82,82,81,81,81,81,74,74,74,81,66,62,62,62,66,62,53,53,53,62,10,24.489795918367346
121,25,7,24,84,87,39000000,0,3,3,4,78.0,82.0,81.0,88.0,33.0,77.0,83,82,49,83,77,90,81,80,75,89,79,77,82,78,91,84,64,74,82,82,73,28,81,81,74,89,31,37,25,79,79,79,83,82,82,82,83,83,83,83,82,76,76,76,82,61,60,60,60,61,56,50,50,50,56,3,25.05930702662969
123,26,11,15,84,86,37500000,1,2,3,4,71.0,76.0,84.0,85.0,49.0,59.0,76,77,49,88,76,86,86,81,87,88,75,68,81,80,74,77,54,70,65,76,29,42,80,85,56,72,48,56,41,75,75,75,81,81,81,81,81,83,83,83,81,80,80,80,81,66,66,66,66,66,62,54,54,54,62,3,22.096807907073963
124,26,2,25,84,86,33000000,0,3,2,3,85.0,72.0,84.0,81.0,80.0,76.0,89,65,74,84,67,82,87,79,87,83,84,85,73,83,70,80,80,91,68,76,78,80,76,76,81,80,80,81,79,76,76,76,80,79,79,79,80,79,79,79,82,81,81,81,82,83,81,81,81,83,82,78,78,78,82,8,21.672110130948383
126,27,4,11,84,85,31500000,1,3,4,2,66.0,41.0,62.0,68.0,86.0,74.0,49,25,80,73,27,66,45,16,71,71,65,66,62,81,59,65,76,62,78,60,78,85,32,64,41,82,88,87,84,57,57,57,59,59,59,59,59,62,62,62,61,68,68,68,61,73,77,77,77,73,75,81,81,81,75,4,21.83589485176787
127,26,2,26,84,85,36500000,1,3,4,4,89.0,77.0,79.0,89.0,55.0,61.0,81,74,44,81,73,90,77,69,76,88,89,89,89,77,87,86,37,74,55,84,67,69,76,81,53,84,47,59,46,76,76,76,83,81,81,81,83,82,82,82,82,79,79,79,82,72,69,69,69,72,68,59,59,59,68,11,22.857142857142858
128,36,1,25,84,84,6500000,1,4,3,2,67.0,51.0,57.0,60.0,85.0,85.0,46,46,82,71,23,58,44,47,61,62,64,70,63,82,48,63,88,82,83,56,92,84,40,48,57,79,86,85,82,60,60,60,58,59,59,59,58,59,59,59,60,64,64,64,60,73,76,76,76,73,75,82,82,82,75,4,22.917609778180175
129,32,1,27,84,84,23500000,1,3,4,3,56.0,75.0,85.0,82.0,71.0,67.0,81,73,70,87,76,81,84,81,85,85,60,53,75,76,85,76,72,78,60,79,71,72,74,86,70,88,71,72,67,73,73,73,77,77,77,77,77,79,79,79,78,81,81,81,78,74,77,77,77,74,72,70,70,70,72,5,21.107266435986162
132,31,18,28,84,84,26500000,1,3,5,3,69.0,77.0,83.0,83.0,72.0,69.0,78,74,74,86,77,84,80,70,83,85,70,68,77,88,67,82,70,81,67,78,60,72,85,86,70,84,75,70,62,79,79,79,80,81,81,81,80,82,82,82,81,83,83,83,81,76,77,77,77,76,74,71,71,71,74,5,21.798202394816204
133,31,22,13,84,84,23000000,1,3,2,2,72.0,51.0,52.0,60.0,84.0,83.0,47,44,85,65,46,58,29,35,54,60,66,76,54,81,64,77,86,69,87,48,88,76,49,45,24,81,85,86,86,63,63,63,57,59,59,59,57,57,57,57,59,60,60,60,59,71,72,72,72,71,74,82,82,82,74,4,24.56931437160365
134,32,2,15,84,84,20500000,1,3,3,3,62.0,66.0,76.0,78.0,83.0,73.0,63,62,72,82,59,77,74,47,81,79,64,61,77,82,80,77,81,82,63,66,83,87,66,81,61,86,82,84,81,70,70,70,72,73,73,73,72,75,75,75,73,79,79,79,73,77,81,81,81,77,77,79,79,79,77,6,24.343809494085704
135,30,15,13,84,84,29500000,0,4,2,4,70.0,72.0,86.0,84.0,24.0,56.0,83,73,51,89,80,84,84,76,82,89,72,69,77,83,71,70,45,67,56,69,44,24,81,90,67,83,24,16,19,74,74,74,81,80,80,80,81,83,83,83,81,77,77,77,81,57,55,55,55,57,51,39,39,39,51,3,23.456790123456788
136,30,11,9,84,84,25500000,1,3,3,2,48.0,55.0,69.0,63.0,86.0,83.0,58,43,87,76,58,59,46,45,74,71,45,50,52,85,49,76,85,72,85,62,91,88,51,74,52,80,85,86,85,64,64,64,60,63,63,63,60,65,65,65,63,72,72,72,63,74,80,80,80,74,76,84,84,84,76,6,23.328993055555557
138,33,19,29,84,84,19500000,1,3,5,2,60.0,84.0,71.0,75.0,46.0,73.0,63,88,83,77,77,76,65,54,72,85,61,60,56,83,36,86,64,72,81,79,58,50,89,75,67,83,58,28,16,82,82,82,76,80,80,80,76,78,78,78,75,74,74,74,75,59,62,62,62,59,55,55,55,55,55,1,21.47708663319821
139,28,4,5,84,84,31000000,1,3,3,4,77.0,73.0,78.0,84.0,76.0,78.0,69,70,74,85,73,85,76,67,79,85,79,76,81,83,84,78,79,93,72,71,74,78,78,78,74,86,76,78,69,77,77,77,79,79,79,79,79,80,80,80,80,81,81,81,80,79,79,79,79,79,78,76,76,76,78,5,22.53061224489796
140,30,5,9,84,84,29500000,1,3,5,4,84.0,80.0,78.0,82.0,62.0,77.0,83,79,80,78,81,82,73,75,74,85,83,85,77,79,74,84,84,89,76,78,65,69,83,76,76,80,64,52,54,81,81,81,81,81,81,81,81,80,80,80,81,77,77,77,81,74,71,71,71,74,72,67,67,67,72,11,23.12406058503873
141,33,5,1,84,84,19500000,1,3,3,3,68.0,80.0,71.0,75.0,65.0,86.0,72,85,90,75,86,76,64,49,67,79,61,73,65,88,55,83,85,81,87,61,88,66,90,74,76,80,59,64,60,82,82,82,76,79,79,79,76,76,76,76,76,75,75,75,76,71,72,72,72,71,70,72,72,72,70,1,23.545706371191137
142,32,28,0,84,84,23500000,1,4,4,3,67.0,79.0,80.0,78.0,85.0,86.0,76,75,82,82,78,76,76,68,81,83,68,67,73,86,75,84,85,86,83,82,93,85,83,82,81,83,82,87,88,79,79,79,78,79,79,79,78,79,79,79,78,82,82,82,78,81,84,84,84,81,82,84,84,84,82,5,23.148148148148145
143,30,15,9,84,84,25000000,1,4,4,2,66.0,50.0,72.0,65.0,84.0,82.0,69,34,85,75,52,64,53,31,83,70,64,67,55,82,52,78,73,66,91,58,81,80,47,75,46,84,83,87,86,63,63,63,63,63,63,63,63,66,66,66,66,72,72,72,66,75,79,79,79,75,77,82,82,82,77,4,24.4140625
144,29,11,8,84,84,25500000,1,3,3,2,70.0,55.0,77.0,73.0,85.0,76.0,81,46,75,80,51,69,68,58,80,77,73,68,72,86,73,68,77,83,70,60,84,86,62,74,66,78,85,87,86,66,66,66,70,69,69,69,70,71,71,71,73,76,76,76,73,81,82,82,82,81,81,81,81,81,81,9,23.98687034465345
145,32,11,6,84,84,24000000,1,3,3,3,89.0,78.0,75.0,83.0,47.0,64.0,82,78,65,80,84,82,73,65,51,85,88,90,85,82,80,78,71,90,54,80,54,40,88,78,62,79,64,32,32,79,79,79,83,82,82,82,83,81,81,81,81,73,73,73,81,67,60,60,60,67,63,53,53,53,63,10,23.04002019946976
146,28,15,4,84,84,31000000,1,3,4,4,66.0,74.0,84.0,84.0,72.0,71.0,78,71,50,88,75,84,85,74,85,88,67,66,77,85,77,77,61,71,73,74,70,77,78,86,76,87,75,74,67,74,74,74,79,79,79,79,79,82,82,82,80,83,83,83,80,76,79,79,79,76,74,72,72,72,74,5,24.691358024691358
147,30,2,30,84,84,29000000,1,3,3,4,72.0,81.0,77.0,80.0,78.0,85.0,64,81,85,83,75,80,66,72,80,84,74,71,70,82,72,83,92,92,82,80,81,80,84,79,71,81,75,79,75,81,81,81,78,81,81,81,78,80,80,80,79,82,82,82,79,78,80,80,80,78,78,79,79,79,78,5,23.888440980620498
148,29,9,4,84,84,25500000,1,3,2,2,91.0,63.0,76.0,77.0,81.0,81.0,81,51,74,78,57,79,76,71,75,78,87,94,66,83,70,86,83,89,77,69,78,81,68,69,63,75,78,84,83,73,73,73,75,74,74,74,75,74,74,74,77,76,76,76,77,82,79,79,79,82,82,80,80,80,82,9,20.902385858042937
149,28,11,24,84,84,31500000,0,2,3,4,78.0,79.0,83.0,81.0,51.0,66.0,79,80,46,84,63,82,81,79,82,83,77,78,77,81,70,78,35,77,67,81,55,50,83,87,72,80,60,47,43,76,76,76,81,81,81,81,81,82,82,82,81,79,79,79,81,68,67,67,67,68,64,56,56,56,64,3,20.983987603305785
150,28,2,1,84,84,31500000,0,3,3,5,94.0,73.0,79.0,91.0,43.0,61.0,82,64,50,83,76,92,84,78,65,91,95,93,93,80,91,86,60,71,58,80,55,48,74,80,77,80,45,38,34,76,76,76,83,82,82,82,83,82,82,82,82,76,76,76,82,67,62,62,62,67,63,52,52,52,63,11,23.661438615467823
151,29,1,31,84,84,30500000,1,3,4,3,77.0,77.0,84.0,81.0,63.0,68.0,81,76,45,86,77,81,83,76,85,83,82,73,77,83,77,76,67,85,59,78,68,70,84,86,80,85,66,66,52,75,75,75,81,80,80,80,81,82,82,82,82,82,82,82,82,75,75,75,75,75,71,65,65,65,71,10,22.981901752370007
152,30,20,18,84,84,29500000,0,3,3,4,68.0,80.0,84.0,85.0,41.0,71.0,83,83,66,85,79,85,85,76,80,88,68,68,79,84,84,77,61,85,70,73,56,37,83,88,84,87,48,34,26,79,79,79,82,82,82,82,82,83,83,83,82,79,79,79,82,64,63,63,63,64,59,52,52,52,59,3,23.198315069747565
153,31,29,20,84,84,28000000,0,3,4,4,70.0,84.0,84.0,85.0,43.0,67.0,82,81,58,86,80,88,85,85,74,88,72,69,71,83,61,88,33,70,72,89,58,46,83,87,78,80,53,32,26,80,80,80,82,83,83,83,82,84,84,84,82,78,78,78,82,64,63,63,63,64,59,52,52,52,59,7,21.883656509695292
154,28,30,4,84,84,31500000,0,3,4,5,84.0,78.0,79.0,89.0,38.0,59.0,81,77,48,78,76,90,84,78,75,90,87,82,92,77,87,79,60,76,54,80,48,39,79,81,70,84,45,31,22,76,76,76,83,81,81,81,83,82,82,82,82,76,76,76,82,63,59,59,59,63,58,47,47,47,58,0,20.91070815517618
155,29,19,32,84,84,30500000,1,2,4,4,88.0,79.0,79.0,83.0,47.0,64.0,82,80,45,83,74,81,74,60,71,84,90,87,93,80,89,80,69,90,58,77,47,52,83,79,75,82,55,40,40,76,76,76,82,81,81,81,82,81,81,81,82,77,77,77,82,70,64,64,64,70,65,54,54,54,65,10,21.29529475392104
156,30,2,16,84,84,25000000,1,3,3,2,64.0,41.0,57.0,60.0,84.0,87.0,45,39,81,72,44,57,32,30,67,64,60,67,52,80,55,46,90,79,88,41,92,82,34,50,47,75,85,85,80,56,56,56,55,55,55,55,55,57,57,57,58,64,64,64,58,72,76,76,76,72,74,82,82,82,74,4,22.991689750692522
157,23,11,6,83,90,36000000,0,1,4,4,65.0,78.0,78.0,83.0,74.0,69.0,72,79,67,81,67,85,75,59,81,85,68,63,72,83,66,75,46,73,69,83,68,77,82,84,67,77,70,78,75,77,77,77,79,80,80,80,79,81,81,81,79,81,81,81,79,76,77,77,77,76,74,73,73,73,74,5,19.59631589261219
158,24,10,33,83,89,32000000,0,2,3,2,63.0,40.0,55.0,66.0,85.0,79.0,36,30,77,72,28,65,36,24,71,70,60,66,60,78,53,64,78,72,80,46,85,86,31,45,34,76,88,86,82,56,56,56,55,56,56,56,55,58,58,58,58,65,65,65,58,71,77,77,77,71,74,81,81,81,74,4,22.068809416025353
159,23,0,7,83,89,35000000,0,1,3,4,77.0,78.0,82.0,85.0,65.0,72.0,78,80,57,83,69,85,82,71,83,86,76,78,83,82,79,82,63,79,70,76,72,71,79,85,65,81,61,67,62,77,77,77,81,81,81,81,81,82,82,82,81,81,81,81,81,75,75,75,75,75,72,68,68,68,72,5,21.705129432793896
160,20,9,5,83,89,32000000,1,1,4,3,80.0,62.0,82.0,78.0,78.0,70.0,88,56,68,81,50,76,82,80,82,82,79,81,74,82,74,76,66,83,62,63,73,79,73,78,55,75,76,83,79,71,71,71,76,75,75,75,76,76,76,76,78,79,79,79,78,81,79,79,79,81,80,76,76,76,80,9,21.296296296296294
161,21,20,3,83,89,36500000,1,1,5,3,77.0,82.0,68.0,81.0,29.0,74.0,67,86,79,74,84,81,77,46,58,83,76,77,78,83,77,83,75,76,78,76,62,23,84,70,66,79,25,26,16,81,81,81,78,80,80,80,78,77,77,77,77,69,69,69,77,55,53,53,53,55,51,47,47,47,51,1,25.661152034778407
162,25,13,6,83,88,35000000,0,3,3,4,69.0,85.0,64.0,76.0,39.0,74.0,58,88,80,66,78,76,74,84,62,81,67,71,67,77,63,86,64,70,80,82,67,36,85,60,79,78,35,34,32,80,80,80,74,77,77,77,74,73,73,73,72,67,67,67,72,56,55,55,55,56,54,52,52,52,54,1,22.54595907041276
163,23,7,10,83,88,34500000,1,3,3,4,89.0,81.0,72.0,86.0,41.0,71.0,72,82,69,78,74,87,84,54,60,86,88,89,84,80,79,84,70,75,74,77,58,42,82,73,81,79,34,39,36,81,81,81,82,82,82,82,82,80,80,80,80,73,73,73,80,64,59,59,59,64,60,54,54,54,60,2,22.448015122873343
164,25,2,30,83,88,34500000,0,2,4,4,77.0,82.0,80.0,81.0,57.0,72.0,75,80,77,81,76,82,86,87,79,84,78,76,76,79,70,84,58,79,72,88,67,55,86,81,75,74,53,59,42,80,80,80,80,81,81,81,80,81,81,81,80,79,79,79,80,68,69,69,69,68,66,63,63,63,66,3,22.1606648199446
165,23,15,22,83,88,31000000,1,2,4,2,71.0,27.0,59.0,57.0,83.0,81.0,35,20,80,75,24,55,30,27,69,64,64,77,48,81,38,44,72,64,93,25,76,80,27,61,38,75,83,87,84,52,52,52,52,53,53,53,52,57,57,57,57,64,64,64,57,70,76,76,76,70,73,81,81,81,73,4,25.509533201840895
166,24,7,9,83,88,34000000,1,2,3,3,69.0,77.0,79.0,78.0,76.0,79.0,67,75,82,84,62,77,66,73,86,82,73,66,75,83,74,82,83,84,76,81,81,76,79,80,70,74,75,78,71,78,78,78,77,78,78,78,77,79,79,79,77,81,81,81,77,76,80,80,80,76,76,77,77,77,76,5,24.724520008546747
168,22,1,14,83,88,34500000,1,2,4,4,90.0,79.0,76.0,84.0,36.0,70.0,78,77,60,77,71,86,76,70,69,81,91,90,82,83,77,85,63,76,68,84,67,50,77,77,69,80,24,34,30,78,78,78,81,81,81,81,81,80,80,80,80,74,74,74,80,63,60,60,60,63,59,51,51,51,59,11,21.22280827689523
169,24,31,13,83,88,34500000,0,1,3,4,91.0,81.0,75.0,85.0,33.0,67.0,78,82,57,75,70,86,79,72,67,82,90,91,91,83,79,80,68,84,68,79,43,28,82,80,85,83,36,27,25,79,79,79,82,81,81,81,82,81,81,81,81,73,73,73,81,61,55,55,55,61,57,46,46,46,57,10,21.798202394816204
170,23,32,12,83,88,31000000,1,2,3,2,78.0,45.0,68.0,72.0,83.0,80.0,53,36,79,80,42,69,46,30,79,76,70,85,69,84,64,69,81,74,84,48,76,81,33,67,40,80,84,84,80,62,62,62,64,64,64,64,64,66,66,66,67,72,72,72,67,76,79,79,79,76,77,81,81,81,77,4,26.023048986244955
171,21,9,10,83,88,35500000,1,2,3,5,92.0,82.0,73.0,84.0,45.0,77.0,74,81,72,75,76,85,82,76,63,83,89,94,86,81,75,88,72,87,75,79,73,42,84,75,76,78,47,40,33,81,81,81,82,82,82,82,82,80,80,80,81,73,73,73,81,65,62,62,62,65,62,57,57,57,62,1,20.23355301190889
172,25,9,4,83,87,30000000,1,2,4,3,68.0,36.0,70.0,72.0,84.0,77.0,62,29,83,82,27,69,47,29,75,80,65,71,60,82,59,46,75,77,77,38,79,81,49,67,44,82,85,85,82,59,59,59,64,63,63,63,64,67,67,67,68,72,72,72,68,77,80,80,80,77,78,81,81,81,78,4,19.805341783612494
173,24,7,1,83,87,33000000,0,2,3,3,73.0,74.0,79.0,80.0,77.0,80.0,70,69,77,85,72,79,73,59,83,84,71,74,79,83,72,80,73,80,83,79,76,80,76,80,67,84,70,81,75,77,77,77,77,78,78,78,77,79,79,79,78,81,81,81,78,77,80,80,80,77,77,78,78,78,77,5,21.70138888888889
174,23,11,31,83,87,29500000,0,3,2,3,85.0,63.0,79.0,84.0,77.0,71.0,84,50,65,81,58,84,85,81,79,83,86,84,84,83,86,79,64,90,63,79,68,81,75,68,51,81,75,78,79,72,72,72,78,76,76,76,78,77,77,77,79,79,79,79,79,82,78,78,78,82,81,74,74,74,81,8,23.59700420642249
175,23,15,34,83,87,34500000,1,3,4,3,92.0,81.0,67.0,83.0,35.0,69.0,69,86,77,77,84,83,63,56,55,84,93,92,81,86,76,79,71,83,65,70,63,37,85,61,72,74,39,20,19,82,82,82,81,81,81,81,81,78,78,78,79,70,70,70,79,61,55,55,55,61,57,49,49,49,57,1,23.148148148148145
176,23,7,16,83,87,34000000,0,3,2,4,83.0,76.0,82.0,85.0,59.0,67.0,83,75,54,84,76,85,85,81,75,86,83,83,87,79,86,79,69,77,64,78,63,66,78,84,68,80,55,59,63,76,76,76,82,81,81,81,82,82,82,82,82,79,79,79,82,74,71,71,71,74,71,64,64,64,71,11,21.20310522895934
177,23,27,7,83,87,30500000,1,2,3,2,74.0,45.0,57.0,66.0,83.0,81.0,36,40,80,76,28,63,30,27,67,73,68,79,60,79,55,66,75,75,83,44,87,82,34,49,44,75,82,84,86,60,60,60,58,60,60,60,58,61,61,61,61,66,66,66,61,73,77,77,77,73,75,81,81,81,75,4,22.59143813091595
178,23,11,3,83,87,34000000,0,3,3,4,81.0,80.0,82.0,84.0,43.0,62.0,82,78,57,82,79,85,83,76,81,87,83,80,79,78,76,86,58,79,61,84,45,45,81,82,62,83,40,42,39,78,78,78,82,81,81,81,82,82,82,82,82,78,78,78,82,66,63,63,63,66,62,52,52,52,62,2,22.944088878154812
179,25,7,35,83,86,28500000,0,2,3,3,78.0,69.0,79.0,79.0,80.0,76.0,85,60,71,81,68,78,81,83,73,83,79,78,69,83,78,83,92,85,69,76,76,82,72,73,60,79,78,83,84,74,74,74,77,76,76,76,77,76,76,76,78,78,78,78,78,82,79,79,79,82,81,79,79,79,81,8,23.355636914530994
180,25,15,2,83,86,32500000,1,3,5,4,77.0,79.0,81.0,86.0,55.0,63.0,81,76,65,84,80,87,78,76,77,88,78,77,80,81,75,86,75,68,66,81,48,66,79,82,65,83,39,64,44,78,78,78,82,82,82,82,82,82,82,82,81,79,79,79,81,70,68,68,68,70,67,61,61,61,67,3,22.019502988361115
182,25,3,28,83,86,32500000,1,3,4,4,90.0,80.0,75.0,87.0,39.0,64.0,78,80,53,75,68,88,81,79,71,87,91,90,90,82,71,85,70,74,59,78,61,18,80,71,74,75,53,39,26,78,78,78,82,81,81,81,82,80,80,80,81,72,72,72,81,62,57,57,57,62,58,49,49,49,58,11,21.91358024691358
